217.00000762939453,222.00000286102295,335.99998474121094,222.00000286102295,335.99998474121094,275.00000953674316,217.00000762939453,275.00000953674316,"SAMPLE, JR AVERY M"
272.00000762939453,119.00000095367432,495.99998474121094,119.00000095367432,495.99998474121094,159.0000057220459,272.00000762939453,159.0000057220459,X9999 99999 99999
221.00000381469727,268.00000190734863,437.99999237060547,268.00000190734863,437.99999237060547,324.99999046325684,221.00000381469727,324.99999046325684,"123 NORTH STATE STREET TRENTON, NJ 08666-1234"
355.99998474121094,421.99999809265137,410.0,421.99999809265137,410.0,446.9999885559082,355.99998474121094,446.9999885559082,"5'-08"""
355.99998474121094,421.99999809265137,410.0,421.99999809265137,410.0,446.9999885559082,355.99998474121094,446.9999885559082,"5'-08"""
355.99998474121094,421.99999809265137,410.0,421.99999809265137,410.0,446.9999885559082,355.99998474121094,446.9999885559082,"5'-08"""
367.99999237060547,350.00000953674316,560.9999847412109,350.00000953674316,560.9999847412109,421.99999809265137,367.99999237060547,421.99999809265137,Avery Sample
272.00000762939453,154.99999523162842,389.00001525878906,154.99999523162842,389.00001525878906,186.99999332427979,272.00000762939453,186.99999332427979,01-12-1967
275.0,184.99999523162842,390.99998474121094,184.99999523162842,390.99998474121094,214.99999523162842,275.0,214.99999523162842,01-12-2018
505.99998474121094,170.9999942779541,619.0000152587891,170.9999942779541,619.0000152587891,200.9999942779541,505.99998474121094,200.9999942779541,01-12-2022
