1,232.99999117851257,153.99999737739563,404.9999809265137,153.99999737739563,404.9999809265137,184.99999403953552,232.99999117851257,184.99999403953552,"MICHELLE, MARIE",full_name
2,140.00000178813934,17.000000178813934,384.00001764297485,17.000000178813934,384.00001764297485,68.99999976158142,140.00000178813934,68.99999976158142,NEW YORK,state_name
3,248.00000548362732,96.99999928474426,395.9999966621399,96.99999928474426,395.9999966621399,128.99999499320984,248.00000548362732,128.99999499320984,123 456 789,id_number
4,233.99999618530273,180.9999978542328,432.0000147819519,180.9999978542328,432.0000147819519,207.99999833106995,233.99999618530273,207.99999833106995,2345 ANYWHERE STREET,street_address
5,337.9999899864197,399.00001287460327,387.0000123977661,399.00001287460327,387.0000123977661,419.9999928474426,337.9999899864197,419.9999928474426,"5'-08""",height
6,337.9999899864197,399.00001287460327,387.0000123977661,399.00001287460327,387.0000123977661,419.9999928474426,337.9999899864197,419.9999928474426,"5'-08""",weight
7,429.00002002716064,394.99999046325684,465.99998235702515,394.99999046325684,465.99998235702515,413.9999985694885,429.00002002716064,413.9999985694885,BRO,eyes
8,269.0000092983246,270.0000047683716,387.0000123977661,270.0000047683716,387.0000123977661,296.00000619888306,269.0000092983246,296.00000619888306,10/31/1990,dob
9,278.9999985694885,296.00000619888306,396.99998140335083,296.00000619888306,396.99998140335083,323.0000066757202,278.9999985694885,323.0000066757202,03/07/2022,iss
10,285.9999930858612,322.00000762939453,401.9999861717224,322.00000762939453,401.9999861717224,351.00000619888306,285.9999930858612,351.00000619888306,10/31/2029,exp
