1,228.99999141693115,206.00000023841858,350.9999942779541,206.00000023841858,350.9999942779541,249.9999976158142,228.99999141693115,249.9999976158142,"SAMPLE, JR AVERY M",full_name
2,286.99999809265137,121.00000262260437,441.9999837875366,121.00000262260437,441.9999837875366,149.0000021457672,286.99999809265137,149.0000021457672,X9999 99999 99999,id_number
3,229.9999964237213,247.00000047683716,459.9999928474426,247.00000047683716,459.9999928474426,295.0000071525574,229.9999964237213,295.0000071525574,"123 NORTH STATE STREET TRENTON, NJ 08666-1234",street_address
4,372.9999828338623,383.00000190734863,429.00002002716064,383.00000190734863,429.00002002716064,405.0000071525574,372.9999828338623,405.0000071525574,"5'-08""",height
5,372.9999828338623,383.00000190734863,429.00002002716064,383.00000190734863,429.00002002716064,405.0000071525574,372.9999828338623,405.0000071525574,"5'-08""",weight
6,372.9999828338623,383.00000190734863,429.00002002716064,383.00000190734863,429.00002002716064,405.0000071525574,372.9999828338623,405.0000071525574,"5'-08""",hair
7,483.99999141693115,380.0000047683716,528.000009059906,380.0000047683716,528.000009059906,400.00001192092896,483.99999141693115,400.00001192092896,BRN,eyes
8,289.0000081062317,148.00000309944153,408.0000162124634,148.00000309944153,408.0000162124634,175.0000035762787,289.0000081062317,175.0000035762787,01-12-1967,dob
9,289.9999928474426,173.00000548362732,409.99998569488525,173.00000548362732,409.99998569488525,201.00000500679016,289.9999928474426,201.00000500679016,01-12-2018,iss
10,536.9999933242798,165.0,653.9999914169312,165.0,653.9999914169312,190.0000023841858,536.9999933242798,190.0000023841858,01-12-2022,exp
