220.2579689025879,223.29813480377197,334.6923828125,223.30191135406494,334.69005584716797,267.51171112060547,220.25701522827148,267.5089359283447,"SAMPLE, JR AVERY M"
277.47900009155273,136.88590049743652,421.0232162475586,136.89308166503906,421.02123260498047,163.01798343658447,277.47802734375,163.01153182983398,X9999 99999 99999
220.25697708129883,269.5184898376465,433.0580139160156,269.5235824584961,433.05450439453125,313.7314224243164,220.25604248046875,313.7281894683838,"123 NORTH STATE STREET TRENTON, NJ 08666-1234"
349.7383499145508,414.2002201080322,401.9317626953125,414.1999626159668,401.9302749633789,435.2977752685547,349.73716735839844,435.29820442199707,"5'-08"""
349.7383499145508,414.2002201080322,401.9317626953125,414.1999626159668,401.9302749633789,435.2977752685547,349.73716735839844,435.29820442199707,"5'-08"""
349.7383499145508,414.2002201080322,401.9317626953125,414.1999626159668,401.9302749633789,435.2977752685547,349.73716735839844,435.29820442199707,"5'-08"""
452.11681365966797,413.1950855255127,493.2677459716797,413.19491386413574,493.2658386230469,433.28770637512207,452.1151351928711,433.288049697876,BRN
278.4817886352539,165.0212287902832,389.90406036376953,165.02617835998535,389.9024200439453,189.14125442504883,278.4808921813965,189.13683414459229,01-12-1967
278.4807777404785,192.15126514434814,389.90222930908203,192.1556282043457,389.9005889892578,216.27034664154053,278.4798812866211,216.26651287078857,01-12-2018
501.3191604614258,188.14092636108398,612.7309417724609,188.14537525177002,612.7278518676758,212.25909233093262,501.3167953491211,212.25515842437744,01-12-2022
