218.99999618530273,180.0,374.00001525878906,180.0,374.00001525878906,203.00000667572021,218.99999618530273,203.00000667572021,"MICHELLE, MARIE"
146.99999809265137,40.000001192092896,360.99998474121094,40.000001192092896,360.99998474121094,80.00000238418579,146.99999809265137,80.00000238418579,NEW YORK
231.00000381469727,122.99999713897705,369.00001525878906,122.99999713897705,369.00001525878906,146.00000381469727,231.00000381469727,146.00000381469727,123 456 789
220.0,209.00000095367432,400.0,209.00000095367432,400.0,225.0,220.0,225.0,2345 ANYWHERE STREET
310.0,421.99999809265137,354.00001525878906,421.99999809265137,354.00001525878906,438.0000114440918,310.0,438.0000114440918,"5'-08"""
310.0,421.99999809265137,354.00001525878906,421.99999809265137,354.00001525878906,438.0000114440918,310.0,438.0000114440918,"5'-08"""
392.99999237060547,421.99999809265137,427.00000762939453,421.99999809265137,427.00000762939453,438.99999618530273,392.99999237060547,438.99999618530273,BRO
252.00000762939453,294.0000057220459,357.99999237060547,294.0000057220459,357.99999237060547,313.00000190734863,252.00000762939453,313.00000190734863,10/31/1990
261.00000381469727,318.99999618530273,367.00000762939453,318.99999618530273,367.00000762939453,339.0000057220459,261.00000381469727,339.0000057220459,03/07/2022
266.00000381469727,346.00001335144043,372.00000762939453,346.00001335144043,372.00000762939453,365.9999942779541,266.00000381469727,365.9999942779541,10/31/2029
